name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_year 
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1417 b,3235,0.972 Earths,14.038,2016
Kepler-1418 b,1628,3.39 Earths,15.461,2016
Kepler-1419 b,4888,8.55 Earths,15.96,2016
Kepler-141 b,982,0.257 Earths,13.624,2014
Kepler-141 c,982,2.57 Earths,13.624,2014
Kepler-1420 b,3439,2.18 Earths,15.894,2016
Kepler-1421 b,2555,0.749 Earths,12.868,2016
Kepler-1422 b,8044,4.74 Earths,15.741,2016
Kepler-1423 b,1465,1.2 Earths,14.721,2016
Kepler-1424 b,2158,1.65 Earths,13.756,2016
Kepler-1432 b,7085,5.56 Earths,15.594,2016
Kepler-1433 b,4332,3.05 Earths,15.051,2016
Kepler-1434 b,2530,1.41 Earths,12.198,2016
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1437 b,6856,2.45 Earths,15.701,2016
Kepler-1438 b,3765,0.779 Earths,14.983,2016
Kepler-1439 b,735,2.73 Earths,17.0484,2016
Kepler-143 b,2640,6.39 Earths,13.882,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-1440 b,3638,2.13 Earths,14.24,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1442 b,1986,14.7 Earths,12.114,2016
Kepler-1443 b,1936,0.871 Earths,12.313,2016
Kepler-1444 b,1043,5.39 Earths,12.363,2016
Kepler-1445 b,1652,0.84 Earths,12.407,2016
Kepler-1446 b,496,0.477 Earths,12.595,2016
Kepler-1447 b,2904,8.75 Earths,14.747,2016
Kepler-1448 b,2508,3.22 Earths,14.592,2016
Kepler-1449 b,6545,3.46 Earths,15.142,2016
Kepler-144 b,1256,2.33 Earths,12.195,2014
Kepler-144 c,1256,2.39 Earths,12.195,2014
Kepler-1450 b,1650,3.57 Earths,15.923,2016
Kepler-1451 b,3454,11.2 Earths,15.313,2016
Kepler-1452 b,3250,7.75 Earths,13.215,2016
Kepler-1453 b,3901,7.61 Earths,15.695,2016
Kepler-1454 b,2546,4.19 Earths,15.009,2016
Kepler-1455 b,1167,5.31 Earths,16.06,2016
Kepler-1456 b,1208,1.55 Earths,15.777,2016
Kepler-1457 b,2903,4.62 Earths,14.066,2016
Kepler-144 b,1256,2.33 Earths,12.195,2014
Kepler-144 c,1256,2.39 Earths,12.195,2014
Kepler-1450 b,1650,3.57 Earths,15.923,2016
Kepler-1451 b,3454,11.2 Earths,15.313,2016
Kepler-1452 b,3250,7.75 Earths,13.215,2016
Kepler-1453 b,3901,7.61 Earths,15.695,2016
Kepler-1454 b,2546,4.19 Earths,15.009,2016
Kepler-1455 b,1167,5.31 Earths,16.06,2016
Kepler-1456 b,1208,1.55 Earths,15.777,2016
Kepler-1457 b,2903,4.62 Earths,14.066,2016
Kepler-1465 b,1173,3.78 Earths,14.724,2016
Kepler-1466 b,2061,3.02 Earths,14.026,2016
Kepler-1467 b,2782,10.9 Earths,15.83,2016
Kepler-1468 b,6195,3.64 Earths,15.111,2016
Kepler-1468 c,6195,1.6 Earths,15.111,2016
Kepler-1468 d,6195,11.1 Earths,15.111,2021
Kepler-1469 b,3782,8.25 Earths,16.2388,2016
Kepler-146 b,2338,13.3 Earths,13.921,2014
Kepler-146 c,2338,9.96 Earths,13.921,2014
Kepler-1470 b,1927,1.24 Earths,15.252,2016
Kepler-1465 b,1173,3.78 Earths,14.724,2016
Kepler-1466 b,2061,3.02 Earths,14.026,2016
Kepler-1467 b,2782,10.9 Earths,15.83,2016
Kepler-1468 b,6195,3.64 Earths,15.111,2016
Kepler-1468 c,6195,1.6 Earths,15.111,2016
Kepler-1468 d,6195,11.1 Earths,15.111,2021
Kepler-1469 b,3782,8.25 Earths,16.2388,2016
Kepler-146 b,2338,13.3 Earths,13.921,2014
Kepler-146 c,2338,9.96 Earths,13.921,2014
Kepler-1470 b,1927,1.24 Earths,15.252,2016
Kepler-147 c,3399,6.48 Earths,14.134,2014
Kepler-1480 b,1634,3.43 Earths,14.703,2016
Kepler-1481 b,1498,2.04 Earths,14.929,2016
Kepler-1482 b,1851,1.01 Earths,13.967,2016
Kepler-1483 b,4155,2.92 Earths,14.52,2016
Kepler-1484 b,9394,5.1 Earths,15.351,2016
Kepler-1485 b,2008,2.76 Earths,13.411,2016
Kepler-1486 b,5771,5.99 Earths,15.317,2016
Kepler-1487 b,3310,5.18 Earths,13.6,2016
Kepler-1488 b,2955,4.12 Earths,13.146,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1488 c,2955,3.37 Earths,13.146,2021
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1493 b,1811,2.57 Earths,13.7192,2016
Kepler-1494 b,4193,9.64 Earths,15.372,2016
Kepler-1495 b,4422,8.96 Earths,15.494,2016
Kepler-1496 b,4266,5.56 Earths,14.832,2016
Kepler-1497 b,3660,3.39 Earths,15.707,2016
Kepler-1498 b,2414,2.33 Earths,15.352,2016
Kepler-1499 b,1011,1.81 Earths,13.676,2016
Kepler-149 b,1863,16.5 Earths,14.152,2014
Kepler-149 c,1863,3.22 Earths,14.152,2014
Kepler-149 d,1863,14.9 Earths,14.152,2014
Kepler-14 b,2603,8.4 Jupiters,12.003,2011
Kepler-1500 b,3973,1.87 Earths,14.728,2016
Kepler-1501 b,2443,3.05 Earths,13.683,2016
Kepler-1502 b,4939,10.2 Earths,14.18,2016
Kepler-1503 b,3998,5.77 Earths,15.892,2016
Kepler-1504 b,7946,5.18 Earths,15.883,2016
Kepler-1505 b,1615,0.749 Earths,13.043,2016
Kepler-1506 b,7718,2.3 Earths,15.836,2016
Kepler-1507 b,1045,0.52 Earths,13.267,2016
Kepler-1508 b,4111,2.33 Earths,14.561,2016
Kepler-1509 b,6534,4.08 Earths,15.455,2016
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-154 f,2985,2.86 Earths,14.646,2016
Kepler-1550 b,3846,9.38 Earths,15.107,2016
Kepler-1551 b,4775,7.56 Earths,15.371,2016
Kepler-1552 b,2509,6.66 Earths,15.203,2016
Kepler-1553 b,2259,1.6 Earths,15.251,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1590 b,2515,1.55 Earths,14.186,2016
Kepler-1591 b,4631,2.15 Earths,14.846,2016
Kepler-1592 b,5348,2.99 Earths,14.94,2016
Kepler-1593 b,2082,10.2 Earths,16.19,2016
Kepler-1594 b,3187,1.2 Earths,14.951,2016
Kepler-1595 b,2756,2.04 Earths,15.508,2016
Kepler-1596 b,7001,4.27 Earths,15.632,2016
Kepler-1597 b,3983,1.2 Earths,14.257,2016
Kepler-1598 b,2022,0.809 Earths,13.929,2016
Kepler-1599 b,4333,3.26 Earths,14.97,2016
Kepler-1606 b,2712,4.94 Earths,15.396,2016
Kepler-1607 b,4195,0.721 Earths,13.969,2016
Kepler-1608 b,2714,3.64 Earths,16.265,2016
Kepler-1609 b,5957,5.56 Earths,15.159,2016
Kepler-160 b,3057,3.59 Earths,14.816,2014
Kepler-160 c,3057,13.6 Earths,14.816,2014
Kepler-160 d,3057,0.31463 Jupiters,14.816,2020
Kepler-1610 b,2819,3.22 Earths,16.077,2016
